(5203, 5, 2, 0, 75, 5, 50, 300, 150, 2700, 2700, 150, 4, 25, 4, 100, 200, 5, 1, 'Vor\'cha', 1, 0, 50, 115, 0, '0', 24000, '5203', 5203001, 0, 5),
(5403, 5, 4, 0, 75, 5, 50, 375, 188, 2700, 2700, 80, 5, 50, 3, 100, 150, 5, 2, 'Unnamed KliCruRes', 1, 0, 50, 140, 0, '0', 24000, '5403', 5403001, 0, 5),
(4101, 4, 1, 0, 75, 4, 33, 240, 120, 2515, 1675, 80, 4, 50, 2, 100, 150, 4, 2, 'Norway', 1, 0, 50, 115, 0, '0', 18000, '4101', 4101001, 0, 4),
(4301, 4, 3, 0, 75, 4, 33, 250, 125, 1675, 2515, 60, 4, 75, 2, 100, 150, 4, 3, 'Steamrunner', 1, 0, 50, 140, 0, '0', 18000, '4301', 4301001, 0, 4),
(4102, 4, 1, 0, 75, 4, 33, 240, 120, 2515, 1675, 80, 4, 50, 2, 100, 150, 4, 2, 'Eagle', 1, 0, 50, 115, 0, '0', 18000, '4102', 4102001, 0, 4),
(4302, 4, 3, 0, 75, 4, 33, 250, 125, 1675, 2515, 60, 4, 75, 2, 100, 150, 4, 3, 'Hawk', 1, 0, 50, 140, 0, '0', 18000, '4302', 4302001, 0, 4),
(4203, 4, 2, 0, 75, 4, 33, 250, 125, 1675, 1675, 100, 4, 25, 4, 100, 200, 4, 1, 'K\'t\'inga', 1, 0, 50, 90, 0, '0', 18000, '4203', 4203001, 0, 4),
(4303, 4, 3, 0, 75, 4, 33, 250, 125, 1675, 2515, 60, 4, 75, 2, 100, 150, 4, 3, 'Koloth', 1, 0, 50, 140, 0, '0', 18000, '4303', 4303001, 0, 4),
(3101, 3, 1, 0, 75, 3, 20, 190, 95, 1365, 910, 48, 3, 50, 2, 100, 150, 3, 2, 'Miranda', 1, 0, 50, 95, 0, '0', 9600, '3101', 3101001, 0, 3),
(3201, 3, 2, 0, 75, 3, 20, 190, 95, 910, 910, 80, 3, 25, 3, 100, 200, 3, 1, 'Defiant', 1, 0, 50, 70, 0, '0', 9600, '3201', 3201001, 0, 3),
(3401, 3, 4, 0, 75, 3, 20, 235, 118, 910, 910, 48, 4, 50, 2, 100, 150, 3, 2, 'Nova', 1, 0, 50, 95, 0, '0', 9600, '3401', 3401001, 0, 3),
(3491, 3, 4, 0, 75, 3, 20, 235, 118, 910, 910, 48, 4, 50, 2, 100, 150, 3, 2, 'Oberth', 1, 0, 50, 95, 0, '0', 9600, '3491', 3491001, 0, 3),
(3102, 3, 1, 0, 75, 3, 20, 190, 95, 1365, 910, 48, 3, 50, 2, 100, 150, 3, 2, 'Shrike', 1, 0, 50, 95, 0, '0', 9600, '3102', 3102001, 0, 3),
(3302, 3, 3, 0, 75, 3, 20, 190, 95, 910, 1365, 72, 3, 75, 1, 100, 150, 3, 3, 'Rhien', 1, 0, 50, 120, 0, '0', 9600, '3302', 3302001, 0, 3),
(3402, 3, 4, 0, 75, 3, 20, 235, 118, 910, 910, 48, 4, 50, 2, 100, 150, 3, 2, 'Talon', 1, 0, 50, 95, 0, '0', 9600, '3402', 3402001, 0, 3),
(3103, 3, 1, 0, 75, 3, 20, 190, 95, 1365, 910, 48, 3, 50, 2, 100, 150, 3, 2, 'K\'Vort\'cha', 1, 0, 50, 95, 0, '0', 9600, '3103', 3103001, 0, 3),
(3203, 3, 2, 0, 75, 3, 20, 190, 95, 910, 910, 80, 3, 25, 3, 100, 200, 3, 1, 'B\'Rel', 1, 0, 50, 70, 0, '0', 9600, '3203', 3203001, 0, 3),
(3403, 3, 4, 0, 75, 3, 20, 235, 118, 910, 910, 48, 4, 50, 2, 100, 150, 3, 2, 'Unnamed KliEscRes', 1, 0, 50, 95, 0, '0', 9600, '3403', 3403001, 0, 3),
(1101, 1, 1, 0, 75, 1, 5, 70, 35, 235, 155, 24, 2, 25, 1, 100, 150, 2, 1, 'Raider', 1, 0, 90, 35, 0, '0', 2400, '1101', 1101001, 21101, 1),
(1201, 1, 2, 0, 75, 1, 5, 80, 40, 155, 155, 30, 2, 25, 2, 100, 200, 1, 1, 'Peregrine', 1, 0, 90, 35, 0, '0', 2400, '1201', 1201001, 21201, 1),
(1401, 1, 4, 0, 75, 1, 5, 85, 43, 155, 155, 24, 3, 25, 1, 100, 150, 2, 1, 'Danube', 1, 0, 90, 35, 0, '0', 2400, '1401', 1401001, 21401, 1),
(1491, 1, 4, 0, 75, 1, 5, 85, 43, 155, 155, 24, 3, 25, 1, 100, 150, 2, 1, 'Venture', 1, 0, 90, 35, 0, '0', 2400, '1491', 1491001, 21491, 1),
(1501, 1, 5, 0, 75, 1, 5, 60, 30, 155, 155, 24, 3, 0, 1, 100, 150, 0, 0, 'Icarus', 1, 0, 90, 10, 0, '0', 2400, '1501', 1501001, 21501, 1),
(1102, 1, 1, 0, 75, 1, 5, 70, 35, 235, 155, 24, 2, 25, 1, 100, 150, 2, 1, 'Dhelan', 1, 0, 90, 35, 0, '0', 2400, '1102', 1102001, 21102, 1),
(1302, 1, 3, 0, 75, 1, 5, 90, 45, 155, 235, 18, 2, 75, 1, 100, 150, 1, 3, 'V\'Rela', 1, 0, 90, 85, 0, '0', 2400, '1302', 1302001, 21302, 1),
(1402, 1, 4, 0, 75, 1, 5, 85, 43, 155, 155, 24, 3, 25, 1, 100, 150, 2, 1, 'Atarra', 1, 0, 90, 35, 0, '0', 2400, '1402', 1402001, 21402, 1),
(1502, 1, 5, 0, 75, 1, 5, 60, 30, 155, 155, 24, 3, 0, 1, 100, 150, 0, 0, 'T\'Liss', 1, 0, 90, 10, 0, '0', 2400, '1502', 1502001, 21502, 1),
(1103, 1, 1, 0, 75, 1, 5, 70, 35, 235, 155, 24, 2, 25, 1, 100, 150, 2, 1, 'NuQ\'duj', 1, 0, 90, 35, 0, '0', 2400, '1103', 1103001, 21103, 1),
(1203, 1, 2, 0, 75, 1, 5, 80, 40, 155, 155, 30, 2, 25, 2, 100, 200, 1, 1, 'K\'Pak', 1, 0, 90, 35, 0, '0', 2400, '1203', 1203001, 21203, 1),
(1403, 1, 4, 0, 75, 1, 5, 85, 43, 155, 155, 24, 3, 25, 1, 100, 150, 2, 1, 'K\'toch', 1, 0, 90, 35, 0, '0', 2400, '1403', 1403001, 21403, 1),
(1503, 1, 5, 0, 75, 1, 5, 60, 30, 155, 155, 24, 3, 0, 1, 100, 150, 0, 0, 'Saqghom', 1, 0, 90, 10, 0, '0', 2400, '1503', 1503001, 21503, 1),
(2101, 2, 1, 0, 75, 2, 10, 140, 70, 615, 410, 24, 3, 50, 2, 100, 150, 2, 2, 'Saber', 1, 0, 50, 80, 0, '0', 4800, '2101', 2101001, 0, 2),
(2301, 2, 3, 0, 75, 2, 10, 140, 70, 410, 615, 36, 3, 75, 1, 100, 150, 2, 3, 'Aegian', 1, 0, 50, 105, 0, '0', 4800, '2301', 2301001, 0, 2),
(2202, 2, 2, 0, 75, 2, 10, 140, 70, 410, 410, 40, 3, 25, 3, 100, 200, 2, 1, 'Falcon', 1, 0, 50, 55, 0, '0', 4800, '2202', 2202001, 0, 2),
(2302, 2, 3, 0, 75, 2, 10, 140, 70, 410, 615, 36, 3, 75, 1, 100, 150, 2, 3, 'Ocala', 1, 0, 50, 105, 0, '0', 4800, '2302', 2302001, 0, 2),
(2203, 2, 2, 0, 75, 2, 10, 140, 70, 410, 410, 40, 3, 25, 3, 100, 200, 2, 1, 'Unnamed KliFriPls', 1, 0, 50, 55, 0, '0', 4800, '2203', 2203001, 0, 2),
(2303, 2, 3, 0, 75, 2, 10, 140, 70, 410, 615, 36, 3, 75, 1, 100, 150, 2, 3, 'Unnamed KliFriTrp', 1, 0, 50, 105, 0, '0', 4800, '2303', 2303001, 0, 2),
(8, 7, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'Wrack', 0, 0, 0, 500, 0, '0', 0, '0', 0, 0, 0),
(901, 6, 8, 0, 75, 1, 10, 80, 20, 155, 155, 24, 2, 0, 1, 100, 150, 0, 0, 'Y-Frachter', 1, 0, 90, 350, 0, '0', 2400, '901', 901001, 21601, 1),
(902, 6, 8, 0, 75, 1, 10, 80, 20, 155, 155, 24, 2, 0, 1, 100, 150, 0, 0, 'RX-Frachter', 1, 0, 90, 350, 0, '0', 2400, '902', 902001, 21602, 1),
(903, 6, 8, 0, 75, 1, 10, 80, 20, 155, 155, 24, 2, 0, 1, 100, 150, 0, 0, 'K-Frachter', 1, 0, 90, 350, 0, '0', 2400, '903', 903001, 21603, 1);
